content_id,miro_item_id,frame_code,item_type,x,y,width,height,parent_frame_id,status,last_updated,notes
"F09-S2-C4-L05","3458764682843412074","F09","rect","1532","1184","340","220","3458764682843412020","READ_BACK_VERIFIED","2026-09-07","Frame-relative coordinates"
"F09-S2-C4-L06","3458764682843412075","F09","rect","1532","1420","340","220","3458764682843412020","READ_BACK_VERIFIED","2026-09-07","Frame-relative coordinates"
"F09-S2-C4-L07","3458764682843412076","F09","rect","1532","1656","340","220","3458764682843412020","READ_BACK_VERIFIED","2026-09-07","Frame-relative coordinates"
"F09-S2-C4-L08","3458764682843412077","F09","rect","1532","1892","340","220","3458764682843412020","READ_BACK_VERIFIED","2026-09-07","Frame-relative coordinates"
"F09-S2-C4-L09","3458764682843412078","F09","rect","1532","2128","340","220","3458764682843412020","READ_BACK_VERIFIED","2026-09-07","Frame-relative coordinates"
"F09-S2-C4-L10","3458764682843412079","F09","rect","1532","2364","340","220","3458764682843412020","READ_BACK_VERIFIED","2026-09-07","Frame-relative coordinates"
"F09-S2-C4-L11","3458764682843412080","F09","rect","1532","2600","340","220","3458764682843412020","READ_BACK_VERIFIED","2026-09-07","Frame-relative coordinates"
"F09-S2-C5-L01","3458764682843412081","F09","rect","1896","240","340","220","3458764682843412020","READ_BACK_VERIFIED","2026-09-07","Frame-relative coordinates"
"F09-S2-C5-L02","3458764682843412082","F09","rect","1896","476","340","220","3458764682843412020","READ_BACK_VERIFIED","2026-09-07","Frame-relative coordinates"
"F09-S2-C5-L03","3458764682843412083","F09","rect","1896","712","340","220","3458764682843412020","READ_BACK_VERIFIED","2026-09-07","Frame-relative coordinates"
"F09-S2-C5-L04","3458764682843412084","F09","rect","1896","948","340","220","3458764682843412020","READ_BACK_VERIFIED","2026-09-07","Frame-relative coordinates"
"F09-S2-C5-L05","3458764682843412085","F09","rect","1896","1184","340","220","3458764682843412020","READ_BACK_VERIFIED","2026-09-07","Frame-relative coordinates"
"F09-S2-C5-L06","3458764682843412086","F09","rect","1896","1420","340","220","3458764682843412020","READ_BACK_VERIFIED","2026-09-07","Frame-relative coordinates"
"F09-S2-C5-L07","3458764682843412087","F09","rect","1896","1656","340","220","3458764682843412020","READ_BACK_VERIFIED","2026-09-07","Frame-relative coordinates"
"F09-S2-C5-L08","3458764682843412088","F09","rect","1896","1892","340","220","3458764682843412020","READ_BACK_VERIFIED","2026-09-07","Frame-relative coordinates"
"F09-S2-C5-L09","3458764682843412089","F09","rect","1896","2128","340","220","3458764682843412020","READ_BACK_VERIFIED","2026-09-07","Frame-relative coordinates"
"F09-S2-C5-L10","3458764682843412090","F09","rect","1896","2364","340","220","3458764682843412020","READ_BACK_VERIFIED","2026-09-07","Frame-relative coordinates"
"F09-S2-C5-L11","3458764682843412091","F09","rect","1896","2600","340","220","3458764682843412020","READ_BACK_VERIFIED","2026-09-07","Frame-relative coordinates"
"F09-SEQ-1","3458764682843412092","F09","line","","","","","3458764682843412020","READ_BACK_VERIFIED","2026-09-07","Native start/end references verified; bounds not returned"
"F09-SEQ-2","3458764682843412093","F09","line","","","","","3458764682843412020","READ_BACK_VERIFIED","2026-09-07","Native start/end references verified; bounds not returned"
"F09-SEQ-3","3458764682843412094","F09","line","","","","","3458764682843412020","READ_BACK_VERIFIED","2026-09-07","Native start/end references verified; bounds not returned"
"F09-SEQ-4","3458764682843412095","F09","line","","","","","3458764682843412020","READ_BACK_VERIFIED","2026-09-07","Native start/end references verified; bounds not returned"
"F09-SKIP","3458764682843412096","F09","line","","","","","3458764682843412020","READ_BACK_VERIFIED","2026-09-07","Native start/end references verified; bounds not returned"
"F09-REWORK","3458764682843412097","F09","line","","","","","3458764682843412020","READ_BACK_VERIFIED","2026-09-07","Native start/end references verified; bounds not returned"
"F09-ESC","3458764682843412098","F09","line","","","","","3458764682843412020","READ_BACK_VERIFIED","2026-09-07","Native start/end references verified; bounds not returned"
