"object_name","field_name","label_zh","label_en_au","label_en_us","type","required_when","nullable","enum_or_format","definition","source_or_derivation","source_ref","owner_role","editable_by","validation_rule","revision_rule","dependency_refs","ui_binding","sensitivity","evidence_status","synthetic_example"
"Authority","case_scope_id","案件范围","case scope id","case scope id","string","Always present on each object record","false","ref:Scope","Reference to Scope.","IA §7.2/7.3/7.4 and D2 §8 seeds; field-level implementation is proposed","SRC-009:7|SRC-010:8","ROLE-KYCOPS","State reducer after configured demo action","Must resolve Scope and same case/scope; explicit revision where used","Increment material revision; retain prior assessment/decision/event; new snapshots immutable","See source-scoped dependency records","Authority.case_scope_id; exposed where relevant in Scenario/Product/Assurance","synthetic-restricted","DESIGN-HYPOTHESIS","""DEMO-CTT-001/scope/institutional"""
"Authority","revision","版本","revision","revision","integer","Always present on each object record","false","","版本; increment for material revisions.","IA §7.2/7.3/7.4 and D2 §8 seeds; field-level implementation is proposed","SRC-009:7|SRC-010:8","ROLE-KYCOPS","State reducer after configured demo action","JSON type + enum/conditional constraints; no empty strings for unknown","Increment material revision; retain prior assessment/decision/event; new snapshots immutable","See source-scoped dependency records","Authority.revision; exposed where relevant in Scenario/Product/Assurance","synthetic-restricted","DESIGN-HYPOTHESIS","1"
"Authority","supersedes_ref","前版本","supersedes ref","supersedes ref","string|null","Always present on each object record","true","ref:Any","Previous immutable record reference, null for first revision.","IA §7.2/7.3/7.4 and D2 §8 seeds; field-level implementation is proposed","SRC-009:7|SRC-010:8","ROLE-KYCOPS","State reducer after configured demo action","Must resolve Any and same case/scope; explicit revision where used","Increment material revision; retain prior assessment/decision/event; new snapshots immutable","See source-scoped dependency records","Authority.supersedes_ref; exposed where relevant in Scenario/Product/Assurance","synthetic-restricted","DESIGN-HYPOTHESIS","null"
"Authority","source_refs","设计依据","source refs","source refs","array","Always present on each object record","false","","Registered design sources; distinct from synthetic evidence provenance.","IA §7.2/7.3/7.4 and D2 §8 seeds; field-level implementation is proposed","SRC-009:7|SRC-010:8","ROLE-KYCOPS","State reducer after configured demo action","JSON type + enum/conditional constraints; no empty strings for unknown","Increment material revision; retain prior assessment/decision/event; new snapshots immutable","See source-scoped dependency records","Authority.source_refs; exposed where relevant in Scenario/Product/Assurance","synthetic-restricted","DESIGN-HYPOTHESIS","[""SRC-009"",""SRC-010""]"
"Authority","source_status","来源状态","source status","source status","string","Always present on each object record","false","USER-CONFIRMED|SOURCE-SUPPORTED|INDUSTRY-REFERENCE|DESIGN-HYPOTHESIS|SYNTHETIC|OPEN|SUPERSEDED","Explicit 来源状态 independent of other object states.","IA §7.2/7.3/7.4 and D2 §8 seeds; field-level implementation is proposed","SRC-009:7|SRC-010:8","ROLE-KYCOPS","State reducer after configured demo action","JSON type + enum/conditional constraints; no empty strings for unknown","Increment material revision; retain prior assessment/decision/event; new snapshots immutable","See source-scoped dependency records","Authority.source_status; exposed where relevant in Scenario/Product/Assurance","synthetic-restricted","DESIGN-HYPOTHESIS","""SYNTHETIC"""
"Authority","simulation_flag","合成标记","simulation flag","simulation flag","boolean","Always present on each object record","false","","Always true for Round A business records.","IA §7.2/7.3/7.4 and D2 §8 seeds; field-level implementation is proposed","SRC-009:7|SRC-010:8","ROLE-KYCOPS","State reducer after configured demo action","JSON type + enum/conditional constraints; no empty strings for unknown","Increment material revision; retain prior assessment/decision/event; new snapshots immutable","See source-scoped dependency records","Authority.simulation_flag; exposed where relevant in Scenario/Product/Assurance","synthetic-restricted","DESIGN-HYPOTHESIS","true"
"Authority","owner_role","责任角色","owner role","owner role","string","Always present on each object record","false","","Synthetic role assignment, not bank delegation.","IA §7.2/7.3/7.4 and D2 §8 seeds; field-level implementation is proposed","SRC-009:7|SRC-010:8","ROLE-KYCOPS","State reducer after configured demo action","JSON type + enum/conditional constraints; no empty strings for unknown","Increment material revision; retain prior assessment/decision/event; new snapshots immutable","See source-scoped dependency records","Authority.owner_role; exposed where relevant in Scenario/Product/Assurance","synthetic-restricted","DESIGN-HYPOTHESIS","""ROLE-KYCOPS"""
"Authority","validation_owner","验证负责人","validation owner","validation owner","string","Always present on each object record","false","","Working review owner.","IA §7.2/7.3/7.4 and D2 §8 seeds; field-level implementation is proposed","SRC-009:7|SRC-010:8","ROLE-KYCOPS","State reducer after configured demo action","JSON type + enum/conditional constraints; no empty strings for unknown","Increment material revision; retain prior assessment/decision/event; new snapshots immutable","See source-scoped dependency records","Authority.validation_owner; exposed where relevant in Scenario/Product/Assurance","synthetic-restricted","DESIGN-HYPOTHESIS","""Christina"""
"Authority","authority_status","权限状态","authority status","authority status","string","Always present on each object record","false","demo_configured|unknown|not_applicable","Explicit 权限状态 independent of other object states.","IA §7.2/7.3/7.4 and D2 §8 seeds; field-level implementation is proposed","SRC-009:7|SRC-010:8","ROLE-KYCOPS","State reducer after configured demo action","JSON type + enum/conditional constraints; no empty strings for unknown","Increment material revision; retain prior assessment/decision/event; new snapshots immutable","See source-scoped dependency records","Authority.authority_status; exposed where relevant in Scenario/Product/Assurance","synthetic-restricted","DESIGN-HYPOTHESIS","""unknown"""
"Authority","sensitivity","敏感等级","sensitivity","sensitivity","string","Always present on each object record","false","synthetic-restricted","Explicit 敏感等级 independent of other object states.","IA §7.2/7.3/7.4 and D2 §8 seeds; field-level implementation is proposed","SRC-009:7|SRC-010:8","ROLE-KYCOPS","State reducer after configured demo action","JSON type + enum/conditional constraints; no empty strings for unknown","Increment material revision; retain prior assessment/decision/event; new snapshots immutable","See source-scoped dependency records","Authority.sensitivity; exposed where relevant in Scenario/Product/Assurance","synthetic-restricted","DESIGN-HYPOTHESIS","""synthetic-restricted"""
"Authority","created_at","创建时间","created at","created at","string","Always present on each object record","false","date-time","UTC timestamp for authored synthetic data.","IA §7.2/7.3/7.4 and D2 §8 seeds; field-level implementation is proposed","SRC-009:7|SRC-010:8","ROLE-KYCOPS","State reducer after configured demo action","JSON type + enum/conditional constraints; no empty strings for unknown","Increment material revision; retain prior assessment/decision/event; new snapshots immutable","See source-scoped dependency records","Authority.created_at; exposed where relevant in Scenario/Product/Assurance","synthetic-restricted","DESIGN-HYPOTHESIS","""2026-09-07T00:00:00Z"""
"Authority","updated_at","更新时间","updated at","updated at","string","Always present on each object record","false","date-time","UTC timestamp; display locale never changes the value.","IA §7.2/7.3/7.4 and D2 §8 seeds; field-level implementation is proposed","SRC-009:7|SRC-010:8","ROLE-KYCOPS","State reducer after configured demo action","JSON type + enum/conditional constraints; no empty strings for unknown","Increment material revision; retain prior assessment/decision/event; new snapshots immutable","See source-scoped dependency records","Authority.updated_at; exposed where relevant in Scenario/Product/Assurance","synthetic-restricted","DESIGN-HYPOTHESIS","""2026-09-07T00:00:00Z"""
"Authority","as_of","资料时点","as of","as of","string","Always present on each object record","false","date-time","UTC currency of this authored record.","IA §7.2/7.3/7.4 and D2 §8 seeds; field-level implementation is proposed","SRC-009:7|SRC-010:8","ROLE-KYCOPS","State reducer after configured demo action","JSON type + enum/conditional constraints; no empty strings for unknown","Increment material revision; retain prior assessment/decision/event; new snapshots immutable","See source-scoped dependency records","Authority.as_of; exposed where relevant in Scenario/Product/Assurance","synthetic-restricted","DESIGN-HYPOTHESIS","""2026-09-07T00:00:00Z"""
"Authority","question_ref","待确认问题","question ref","question ref","string|null","Non-null when policy/applicability/authority unknown; all keys present","true","","Required when bank authority or policy is unknown.","IA §7.2/7.3/7.4 and D2 §8 seeds; field-level implementation is proposed","SRC-009:7|SRC-010:8","ROLE-KYCOPS","State reducer after configured demo action","JSON type + enum/conditional constraints; no empty strings for unknown","Increment material revision; retain prior assessment/decision/event; new snapshots immutable","See source-scoped dependency records","Authority.question_ref; exposed where relevant in Scenario/Product/Assurance","synthetic-restricted","DESIGN-HYPOTHESIS","""ROUND-A-Q-AUTHORITY"""
"Authority","audit_event_refs","审计事件","audit event refs","audit event refs","array","Always present on each object record","false","ref:AuditEvent","References to AuditEvent.","IA §7.2/7.3/7.4 and D2 §8 seeds; field-level implementation is proposed","SRC-009:7|SRC-010:8","ROLE-KYCOPS","State reducer after configured demo action","Must resolve AuditEvent and same case/scope; explicit revision where used","Increment material revision; retain prior assessment/decision/event; new snapshots immutable","See source-scoped dependency records","Authority.audit_event_refs; exposed where relevant in Scenario/Product/Assurance","synthetic-restricted","DESIGN-HYPOTHESIS","[]"
"Authority","subject_ref","权限主体","subject ref","subject ref","string|null","Always present on each object record","true","ref:Representative","Representative reference, null for generic demo reviewer role.","IA §7.2/7.3/7.4 and D2 §8 seeds; field-level implementation is proposed","SRC-009:7|SRC-010:8","ROLE-KYCOPS","State reducer after configured demo action","Must resolve Representative and same case/scope; explicit revision where used","Increment material revision; retain prior assessment/decision/event; new snapshots immutable","See source-scoped dependency records","Authority.subject_ref; exposed where relevant in Scenario/Product/Assurance","synthetic-restricted","DESIGN-HYPOTHESIS","""DEMO-CTT-001/representative/alex"""
"Authority","authority_kind","权限类型","authority kind","authority kind","string","Always present on each object record","false","representative|demo_action_permission","Explicit 权限类型 independent of other object states.","IA §7.2/7.3/7.4 and D2 §8 seeds; field-level implementation is proposed","SRC-009:7|SRC-010:8","ROLE-KYCOPS","State reducer after configured demo action","JSON type + enum/conditional constraints; no empty strings for unknown","Increment material revision; retain prior assessment/decision/event; new snapshots immutable","See source-scoped dependency records","Authority.authority_kind; exposed where relevant in Scenario/Product/Assurance","synthetic-restricted","DESIGN-HYPOTHESIS","""representative"""
"Authority","scope_description","权限范围","scope description","scope description","string","Always present on each object record","false","","Separates demo UI permissions from unknown bank mandates.","IA §7.2/7.3/7.4 and D2 §8 seeds; field-level implementation is proposed","SRC-009:7|SRC-010:8","ROLE-KYCOPS","State reducer after configured demo action","JSON type + enum/conditional constraints; no empty strings for unknown","Increment material revision; retain prior assessment/decision/event; new snapshots immutable","See source-scoped dependency records","Authority.scope_description; exposed where relevant in Scenario/Product/Assurance","synthetic-restricted","DESIGN-HYPOTHESIS","""Client contact; legal signing authority is unknown."""
"Authority","bank_authority_ref","银行授权","bank authority ref","bank authority ref","string|null","Always present on each object record","true","","Unknown bank delegation remains null.","IA §7.2/7.3/7.4 and D2 §8 seeds; field-level implementation is proposed","SRC-009:7|SRC-010:8","ROLE-KYCOPS","State reducer after configured demo action","JSON type + enum/conditional constraints; no empty strings for unknown","Increment material revision; retain prior assessment/decision/event; new snapshots immutable","See source-scoped dependency records","Authority.bank_authority_ref; exposed where relevant in Scenario/Product/Assurance","synthetic-restricted","DESIGN-HYPOTHESIS","null"
"Authority","demo_permission_ref","演示配置","demo permission ref","demo permission ref","string|null","Always present on each object record","true","","Local configuration key; never a real bank authority.","IA §7.2/7.3/7.4 and D2 §8 seeds; field-level implementation is proposed","SRC-009:7|SRC-010:8","ROLE-KYCOPS","State reducer after configured demo action","JSON type + enum/conditional constraints; no empty strings for unknown","Increment material revision; retain prior assessment/decision/event; new snapshots immutable","See source-scoped dependency records","Authority.demo_permission_ref; exposed where relevant in Scenario/Product/Assurance","synthetic-restricted","DESIGN-HYPOTHESIS","null"
"Authority","status","状态","status","status","string","Always present on each object record","false","unknown|configured_for_demo","Explicit 状态 independent of other object states.","IA §7.2/7.3/7.4 and D2 §8 seeds; field-level implementation is proposed","SRC-009:7|SRC-010:8","ROLE-KYCOPS","State reducer after configured demo action","JSON type + enum/conditional constraints; no empty strings for unknown","Increment material revision; retain prior assessment/decision/event; new snapshots immutable","See source-scoped dependency records","Authority.status; exposed where relevant in Scenario/Product/Assurance","synthetic-restricted","DESIGN-HYPOTHESIS","""unknown"""
"Requirement","id","稳定编号","id","id","string","Always present on each object record","false","","Stable synthetic local identifier.","IA §7.2/7.3/7.4 and D2 §8 seeds; field-level implementation is proposed","SRC-009:7|SRC-010:8","ROLE-KYCOPS","State reducer after configured demo action","JSON type + enum/conditional constraints; no empty strings for unknown","Increment material revision; retain prior assessment/decision/event; new snapshots immutable","See source-scoped dependency records","Requirement.id; exposed where relevant in Scenario/Product/Assurance","synthetic-restricted","DESIGN-HYPOTHESIS","""DEMO-CTT-001/requirement/identity"""
"Requirement","case_id","案件","case id","case id","string","Always present on each object record","false","ref:Case","Reference to Case.","IA §7.2/7.3/7.4 and D2 §8 seeds; field-level implementation is proposed","SRC-009:7|SRC-010:8","ROLE-KYCOPS","State reducer after configured demo action","Must resolve Case and same case/scope; explicit revision where used","Increment material revision; retain prior assessment/decision/event; new snapshots immutable","See source-scoped dependency records","Requirement.case_id; exposed where relevant in Scenario/Product/Assurance","synthetic-restricted","DESIGN-HYPOTHESIS","""DEMO-CTT-001"""
"Requirement","case_scope_id","案件范围","case scope id","case scope id","string","Always present on each object record","false","ref:Scope","Reference to Scope.","IA §7.2/7.3/7.4 and D2 §8 seeds; field-level implementation is proposed","SRC-009:7|SRC-010:8","ROLE-KYCOPS","State reducer after configured demo action","Must resolve Scope and same case/scope; explicit revision where used","Increment material revision; retain prior assessment/decision/event; new snapshots immutable","See source-scoped dependency records","Requirement.case_scope_id; exposed where relevant in Scenario/Product/Assurance","synthetic-restricted","DESIGN-HYPOTHESIS","""DEMO-CTT-001/scope/institutional"""
"Requirement","revision","版本","revision","revision","integer","Always present on each object record","false","","版本; increment for material revisions.","IA §7.2/7.3/7.4 and D2 §8 seeds; field-level implementation is proposed","SRC-009:7|SRC-010:8","ROLE-KYCOPS","State reducer after configured demo action","JSON type + enum/conditional constraints; no empty strings for unknown","Increment material revision; retain prior assessment/decision/event; new snapshots immutable","See source-scoped dependency records","Requirement.revision; exposed where relevant in Scenario/Product/Assurance","synthetic-restricted","DESIGN-HYPOTHESIS","1"
"Requirement","supersedes_ref","前版本","supersedes ref","supersedes ref","string|null","Always present on each object record","true","ref:Any","Previous immutable record reference, null for first revision.","IA §7.2/7.3/7.4 and D2 §8 seeds; field-level implementation is proposed","SRC-009:7|SRC-010:8","ROLE-KYCOPS","State reducer after configured demo action","Must resolve Any and same case/scope; explicit revision where used","Increment material revision; retain prior assessment/decision/event; new snapshots immutable","See source-scoped dependency records","Requirement.supersedes_ref; exposed where relevant in Scenario/Product/Assurance","synthetic-restricted","DESIGN-HYPOTHESIS","null"
"Requirement","source_refs","设计依据","source refs","source refs","array","Always present on each object record","false","","Registered design sources; distinct from synthetic evidence provenance.","IA §7.2/7.3/7.4 and D2 §8 seeds; field-level implementation is proposed","SRC-009:7|SRC-010:8","ROLE-KYCOPS","State reducer after configured demo action","JSON type + enum/conditional constraints; no empty strings for unknown","Increment material revision; retain prior assessment/decision/event; new snapshots immutable","See source-scoped dependency records","Requirement.source_refs; exposed where relevant in Scenario/Product/Assurance","synthetic-restricted","DESIGN-HYPOTHESIS","[""SRC-009"",""SRC-010""]"
"Requirement","source_status","来源状态","source status","source status","string","Always present on each object record","false","USER-CONFIRMED|SOURCE-SUPPORTED|INDUSTRY-REFERENCE|DESIGN-HYPOTHESIS|SYNTHETIC|OPEN|SUPERSEDED","Explicit 来源状态 independent of other object states.","IA §7.2/7.3/7.4 and D2 §8 seeds; field-level implementation is proposed","SRC-009:7|SRC-010:8","ROLE-KYCOPS","State reducer after configured demo action","JSON type + enum/conditional constraints; no empty strings for unknown","Increment material revision; retain prior assessment/decision/event; new snapshots immutable","See source-scoped dependency records","Requirement.source_status; exposed where relevant in Scenario/Product/Assurance","synthetic-restricted","DESIGN-HYPOTHESIS","""SYNTHETIC"""
"Requirement","simulation_flag","合成标记","simulation flag","simulation flag","boolean","Always present on each object record","false","","Always true for Round A business records.","IA §7.2/7.3/7.4 and D2 §8 seeds; field-level implementation is proposed","SRC-009:7|SRC-010:8","ROLE-KYCOPS","State reducer after configured demo action","JSON type + enum/conditional constraints; no empty strings for unknown","Increment material revision; retain prior assessment/decision/event; new snapshots immutable","See source-scoped dependency records","Requirement.simulation_flag; exposed where relevant in Scenario/Product/Assurance","synthetic-restricted","DESIGN-HYPOTHESIS","true"
"Requirement","owner_role","责任角色","owner role","owner role","string","Always present on each object record","false","","Synthetic role assignment, not bank delegation.","IA §7.2/7.3/7.4 and D2 §8 seeds; field-level implementation is proposed","SRC-009:7|SRC-010:8","ROLE-KYCOPS","State reducer after configured demo action","JSON type + enum/conditional constraints; no empty strings for unknown","Increment material revision; retain prior assessment/decision/event; new snapshots immutable","See source-scoped dependency records","Requirement.owner_role; exposed where relevant in Scenario/Product/Assurance","synthetic-restricted","DESIGN-HYPOTHESIS","""ROLE-KYCOPS"""
"Requirement","validation_owner","验证负责人","validation owner","validation owner","string","Always present on each object record","false","","Working review owner.","IA §7.2/7.3/7.4 and D2 §8 seeds; field-level implementation is proposed","SRC-009:7|SRC-010:8","ROLE-KYCOPS","State reducer after configured demo action","JSON type + enum/conditional constraints; no empty strings for unknown","Increment material revision; retain prior assessment/decision/event; new snapshots immutable","See source-scoped dependency records","Requirement.validation_owner; exposed where relevant in Scenario/Product/Assurance","synthetic-restricted","DESIGN-HYPOTHESIS","""Christina"""
"Requirement","authority_status","权限状态","authority status","authority status","string","Always present on each object record","false","demo_configured|unknown|not_applicable","Explicit 权限状态 independent of other object states.","IA §7.2/7.3/7.4 and D2 §8 seeds; field-level implementation is proposed","SRC-009:7|SRC-010:8","ROLE-KYCOPS","State reducer after configured demo action","JSON type + enum/conditional constraints; no empty strings for unknown","Increment material revision; retain prior assessment/decision/event; new snapshots immutable","See source-scoped dependency records","Requirement.authority_status; exposed where relevant in Scenario/Product/Assurance","synthetic-restricted","DESIGN-HYPOTHESIS","""unknown"""
"Requirement","sensitivity","敏感等级","sensitivity","sensitivity","string","Always present on each object record","false","synthetic-restricted","Explicit 敏感等级 independent of other object states.","IA §7.2/7.3/7.4 and D2 §8 seeds; field-level implementation is proposed","SRC-009:7|SRC-010:8","ROLE-KYCOPS","State reducer after configured demo action","JSON type + enum/conditional constraints; no empty strings for unknown","Increment material revision; retain prior assessment/decision/event; new snapshots immutable","See source-scoped dependency records","Requirement.sensitivity; exposed where relevant in Scenario/Product/Assurance","synthetic-restricted","DESIGN-HYPOTHESIS","""synthetic-restricted"""
"Requirement","created_at","创建时间","created at","created at","string","Always present on each object record","false","date-time","UTC timestamp for authored synthetic data.","IA §7.2/7.3/7.4 and D2 §8 seeds; field-level implementation is proposed","SRC-009:7|SRC-010:8","ROLE-KYCOPS","State reducer after configured demo action","JSON type + enum/conditional constraints; no empty strings for unknown","Increment material revision; retain prior assessment/decision/event; new snapshots immutable","See source-scoped dependency records","Requirement.created_at; exposed where relevant in Scenario/Product/Assurance","synthetic-restricted","DESIGN-HYPOTHESIS","""2026-09-07T00:00:00Z"""
"Requirement","updated_at","更新时间","updated at","updated at","string","Always present on each object record","false","date-time","UTC timestamp; display locale never changes the value.","IA §7.2/7.3/7.4 and D2 §8 seeds; field-level implementation is proposed","SRC-009:7|SRC-010:8","ROLE-KYCOPS","State reducer after configured demo action","JSON type + enum/conditional constraints; no empty strings for unknown","Increment material revision; retain prior assessment/decision/event; new snapshots immutable","See source-scoped dependency records","Requirement.updated_at; exposed where relevant in Scenario/Product/Assurance","synthetic-restricted","DESIGN-HYPOTHESIS","""2026-09-07T00:00:00Z"""
"Requirement","as_of","资料时点","as of","as of","string","Always present on each object record","false","date-time","UTC currency of this authored record.","IA §7.2/7.3/7.4 and D2 §8 seeds; field-level implementation is proposed","SRC-009:7|SRC-010:8","ROLE-KYCOPS","State reducer after configured demo action","JSON type + enum/conditional constraints; no empty strings for unknown","Increment material revision; retain prior assessment/decision/event; new snapshots immutable","See source-scoped dependency records","Requirement.as_of; exposed where relevant in Scenario/Product/Assurance","synthetic-restricted","DESIGN-HYPOTHESIS","""2026-09-07T00:00:00Z"""
"Requirement","question_ref","待确认问题","question ref","question ref","string|null","Non-null when policy/applicability/authority unknown; all keys present","true","","Required when bank authority or policy is unknown.","IA §7.2/7.3/7.4 and D2 §8 seeds; field-level implementation is proposed","SRC-009:7|SRC-010:8","ROLE-KYCOPS","State reducer after configured demo action","JSON type + enum/conditional constraints; no empty strings for unknown","Increment material revision; retain prior assessment/decision/event; new snapshots immutable","See source-scoped dependency records","Requirement.question_ref; exposed where relevant in Scenario/Product/Assurance","synthetic-restricted","DESIGN-HYPOTHESIS","""ROUND-A-Q-POLICY"""
"Requirement","audit_event_refs","审计事件","audit event refs","audit event refs","array","Always present on each object record","false","ref:AuditEvent","References to AuditEvent.","IA §7.2/7.3/7.4 and D2 §8 seeds; field-level implementation is proposed","SRC-009:7|SRC-010:8","ROLE-KYCOPS","State reducer after configured demo action","Must resolve AuditEvent and same case/scope; explicit revision where used","Increment material revision; retain prior assessment/decision/event; new snapshots immutable","See source-scoped dependency records","Requirement.audit_event_refs; exposed where relevant in Scenario/Product/Assurance","synthetic-restricted","DESIGN-HYPOTHESIS","[]"
"Requirement","subject_id","要求主体","subject id","subject id","string","Always present on each object record","false","ref:Entity","Reference to Entity.","IA §7.2/7.3/7.4 and D2 §8 seeds; field-level implementation is proposed","SRC-009:7|SRC-010:8","ROLE-KYCOPS","State reducer after configured demo action","Must resolve Entity and same case/scope; explicit revision where used","Increment material revision; retain prior assessment/decision/event; new snapshots immutable","See source-scoped dependency records","Requirement.subject_id; exposed where relevant in Scenario/Product/Assurance","synthetic-restricted","DESIGN-HYPOTHESIS","""DEMO-CTT-001/entity/harbour"""
"Requirement","purpose_code","用途","purpose code","purpose code","string","Always present on each object record","false","","A purpose cannot be inferred from an evidence artifact.","IA §7.2/7.3/7.4 and D2 §8 seeds; field-level implementation is proposed","SRC-009:7|SRC-010:8","ROLE-KYCOPS","State reducer after configured demo action","JSON type + enum/conditional constraints; no empty strings for unknown","Increment material revision; retain prior assessment/decision/event; new snapshots immutable","See source-scoped dependency records","Requirement.purpose_code; exposed where relevant in Scenario/Product/Assurance","synthetic-restricted","DESIGN-HYPOTHESIS","""entity_identity"""
"Requirement","set_revision","要求集版本","set revision","set revision","integer","Always present on each object record","false","","要求集版本; increment for material revisions.","IA §7.2/7.3/7.4 and D2 §8 seeds; field-level implementation is proposed","SRC-009:7|SRC-010:8","ROLE-KYCOPS","State reducer after configured demo action","JSON type + enum/conditional constraints; no empty strings for unknown","Increment material revision; retain prior assessment/decision/event; new snapshots immutable","See source-scoped dependency records","Requirement.set_revision; exposed where relevant in Scenario/Product/Assurance","synthetic-restricted","DESIGN-HYPOTHESIS","1"
"Requirement","applicability","适用性","applicability","applicability","string","Always present on each object record","false","required|not_required|unknown","Explicit 适用性 independent of other object states.","IA §7.2/7.3/7.4 and D2 §8 seeds; field-level implementation is proposed","SRC-009:7|SRC-010:8","ROLE-KYCOPS","State reducer after configured demo action","JSON type + enum/conditional constraints; no empty strings for unknown","Increment material revision; retain prior assessment/decision/event; new snapshots immutable","See source-scoped dependency records","Requirement.applicability; exposed where relevant in Scenario/Product/Assurance","synthetic-restricted","DESIGN-HYPOTHESIS","""required"""
"Requirement","rule_ref","演示规则","rule ref","rule ref","string","Always present on each object record","false","","Local authored rule key.","IA §7.2/7.3/7.4 and D2 §8 seeds; field-level implementation is proposed","SRC-009:7|SRC-010:8","ROLE-KYCOPS","State reducer after configured demo action","JSON type + enum/conditional constraints; no empty strings for unknown","Increment material revision; retain prior assessment/decision/event; new snapshots immutable","See source-scoped dependency records","Requirement.rule_ref; exposed where relevant in Scenario/Product/Assurance","synthetic-restricted","DESIGN-HYPOTHESIS","""DEMO-CTT-001/rule/purpose-review-v1"""
"Requirement","rule_revision","规则版本","rule revision","rule revision","integer","Always present on each object record","false","","规则版本; increment for material revisions.","IA §7.2/7.3/7.4 and D2 §8 seeds; field-level implementation is proposed","SRC-009:7|SRC-010:8","ROLE-KYCOPS","State reducer after configured demo action","JSON type + enum/conditional constraints; no empty strings for unknown","Increment material revision; retain prior assessment/decision/event; new snapshots immutable","See source-scoped dependency records","Requirement.rule_revision; exposed where relevant in Scenario/Product/Assurance","synthetic-restricted","DESIGN-HYPOTHESIS","1"
"Requirement","bank_policy_ref","银行政策","bank policy ref","bank policy ref","string|null","Always present on each object record","true","","Unknown bank policy remains null.","IA §7.2/7.3/7.4 and D2 §8 seeds; field-level implementation is proposed","SRC-009:7|SRC-010:8","ROLE-KYCOPS","State reducer after configured demo action","JSON type + enum/conditional constraints; no empty strings for unknown","Increment material revision; retain prior assessment/decision/event; new snapshots immutable","See source-scoped dependency records","Requirement.bank_policy_ref; exposed where relevant in Scenario/Product/Assurance","synthetic-restricted","DESIGN-HYPOTHESIS","null"
"Requirement","status","要求状态","status","status","string","Always present on each object record","false","draft|review_required|satisfied|unknown","Explicit 要求状态 independent of other object states.","IA §7.2/7.3/7.4 and D2 §8 seeds; field-level implementation is proposed","SRC-009:7|SRC-010:8","ROLE-KYCOPS","State reducer after configured demo action","JSON type + enum/conditional constraints; no empty strings for unknown","Increment material revision; retain prior assessment/decision/event; new snapshots immutable","See source-scoped dependency records","Requirement.status; exposed where relevant in Scenario/Product/Assurance","synthetic-restricted","DESIGN-HYPOTHESIS","""draft"""
"Requirement","status_reason","状态原因","status reason","status reason","string","Always present on each object record","false","","Explicit reason for requirement state.","IA §7.2/7.3/7.4 and D2 §8 seeds; field-level implementation is proposed","SRC-009:7|SRC-010:8","ROLE-KYCOPS","State reducer after configured demo action","JSON type + enum/conditional constraints; no empty strings for unknown","Increment material revision; retain prior assessment/decision/event; new snapshots immutable","See source-scoped dependency records","Requirement.status_reason; exposed where relevant in Scenario/Product/Assurance","synthetic-restricted","DESIGN-HYPOTHESIS","""Awaiting synthetic requirements confirmation"""
"Evidence","id","稳定编号","id","id","string","Always present on each object record","false","","Stable synthetic local identifier.","IA §7.2/7.3/7.4 and D2 §8 seeds; field-level implementation is proposed","SRC-009:7|SRC-010:8","ROLE-KYCOPS","State reducer after configured demo action","JSON type + enum/conditional constraints; no empty strings for unknown","Increment material revision; retain prior assessment/decision/event; new snapshots immutable","See source-scoped dependency records","Evidence.id; exposed where relevant in Scenario/Product/Assurance","synthetic-restricted","DESIGN-HYPOTHESIS","""DEMO-CTT-001/evidence/registry"""
"Evidence","case_id","案件","case id","case id","string","Always present on each object record","false","ref:Case","Reference to Case.","IA §7.2/7.3/7.4 and D2 §8 seeds; field-level implementation is proposed","SRC-009:7|SRC-010:8","ROLE-KYCOPS","State reducer after configured demo action","Must resolve Case and same case/scope; explicit revision where used","Increment material revision; retain prior assessment/decision/event; new snapshots immutable","See source-scoped dependency records","Evidence.case_id; exposed where relevant in Scenario/Product/Assurance","synthetic-restricted","DESIGN-HYPOTHESIS","""DEMO-CTT-001"""
"Evidence","case_scope_id","案件范围","case scope id","case scope id","string","Always present on each object record","false","ref:Scope","Reference to Scope.","IA §7.2/7.3/7.4 and D2 §8 seeds; field-level implementation is proposed","SRC-009:7|SRC-010:8","ROLE-KYCOPS","State reducer after configured demo action","Must resolve Scope and same case/scope; explicit revision where used","Increment material revision; retain prior assessment/decision/event; new snapshots immutable","See source-scoped dependency records","Evidence.case_scope_id; exposed where relevant in Scenario/Product/Assurance","synthetic-restricted","DESIGN-HYPOTHESIS","""DEMO-CTT-001/scope/institutional"""
"Evidence","revision","版本","revision","revision","integer","Always present on each object record","false","","版本; increment for material revisions.","IA §7.2/7.3/7.4 and D2 §8 seeds; field-level implementation is proposed","SRC-009:7|SRC-010:8","ROLE-KYCOPS","State reducer after configured demo action","JSON type + enum/conditional constraints; no empty strings for unknown","Increment material revision; retain prior assessment/decision/event; new snapshots immutable","See source-scoped dependency records","Evidence.revision; exposed where relevant in Scenario/Product/Assurance","synthetic-restricted","DESIGN-HYPOTHESIS","1"
