object_name,field_name,physical_binding,type,required_when,nullable,source_ref,source_status,owner_role,editable_by,validation_rule,revision_rule,dependency_refs,ui_binding,sensitivity,synthetic_example,label_en_au,label_en_us,label_zh,definition,enum_or_format
"Authority","basis_type","authorities.basis_type","""string""","When this Batch A object / action is present","false","SRC-013 §7","SYNTHETIC-DEMO / DESIGN-HYPOTHESIS","Demo role; bank owner unconfirmed","Controlled action or fixture only","Action guards + draft schema; no bank rule inferred","Material action creates revision / retained prior session","SRC-010:DEP-02;SRC-010:DEP-05","Parties / Authority / Tasks / Activity / Print","synthetic-restricted","""claimed_role""","basis type","basis type","basis_type","Batch A Authority.basis_type; SRC-013 Final v1.0 §7; synthetic / reviewed_for_demo only.","""See additive schema; no bank enum inferred"""
"Authority","evidence_use_refs","authorities.evidence_use_refs","""array""","When this Batch A object / action is present","false","SRC-013 §7","SYNTHETIC-DEMO / DESIGN-HYPOTHESIS","Demo role; bank owner unconfirmed","Controlled action or fixture only","Action guards + draft schema; no bank rule inferred","Material action creates revision / retained prior session","SRC-010:DEP-02;SRC-010:DEP-05","Parties / Authority / Tasks / Activity / Print","synthetic-restricted","[]","evidence use refs","evidence use refs","证据用途引用","Batch A Authority.evidence_use_refs; SRC-013 Final v1.0 §7; synthetic / reviewed_for_demo only.","""See additive schema; no bank enum inferred"""
"Authority","assessed_by","authorities.assessed_by","[""string"",""null""]","When this Batch A object / action is present","true","SRC-013 §7","SYNTHETIC-DEMO / DESIGN-HYPOTHESIS","Demo role; bank owner unconfirmed","Controlled action or fixture only","Action guards + draft schema; no bank rule inferred","Material action creates revision / retained prior session","SRC-010:DEP-02;SRC-010:DEP-05","Parties / Authority / Tasks / Activity / Print","synthetic-restricted","null","assessed by","assessed by","assessed_by","Batch A Authority.assessed_by; SRC-013 Final v1.0 §7; synthetic / reviewed_for_demo only.","""See additive schema; no bank enum inferred"""
"Authority","assessment_permission_ref","authorities.assessment_permission_ref","[""string"",""null""]","When this Batch A object / action is present","true","SRC-013 §7","SYNTHETIC-DEMO / DESIGN-HYPOTHESIS","Demo role; bank owner unconfirmed","Controlled action or fixture only","Action guards + draft schema; no bank rule inferred","Material action creates revision / retained prior session","SRC-010:DEP-02;SRC-010:DEP-05","Parties / Authority / Tasks / Activity / Print","synthetic-restricted","null","assessment permission ref","assessment permission ref","评估操作权限","Batch A Authority.assessment_permission_ref; SRC-013 Final v1.0 §7; synthetic / reviewed_for_demo only.","""See additive schema; no bank enum inferred"""
"Authority","decision_ref","authorities.decision_ref","[""string"",""null""]","When this Batch A object / action is present","true","SRC-013 §7","SYNTHETIC-DEMO / DESIGN-HYPOTHESIS","Demo role; bank owner unconfirmed","Controlled action or fixture only","Action guards + draft schema; no bank rule inferred","Material action creates revision / retained prior session","SRC-010:DEP-02;SRC-010:DEP-05","Parties / Authority / Tasks / Activity / Print","synthetic-restricted","null","decision ref","decision ref","decision_ref","Batch A Authority.decision_ref; SRC-013 Final v1.0 §7; synthetic / reviewed_for_demo only.","""See additive schema; no bank enum inferred"""
"Authority","valid_from","authorities.valid_from","[""string"",""null""]","When this Batch A object / action is present","true","SRC-013 §7","SYNTHETIC-DEMO / DESIGN-HYPOTHESIS","Demo role; bank owner unconfirmed","Controlled action or fixture only","Action guards + draft schema; no bank rule inferred","Material action creates revision / retained prior session","SRC-010:DEP-02;SRC-010:DEP-05","Parties / Authority / Tasks / Activity / Print","synthetic-restricted","null","valid from","valid from","valid_from","Batch A Authority.valid_from; SRC-013 Final v1.0 §7; synthetic / reviewed_for_demo only.","""See additive schema; no bank enum inferred"""
"Authority","valid_to","authorities.valid_to","[""string"",""null""]","When this Batch A object / action is present","true","SRC-013 §7","SYNTHETIC-DEMO / DESIGN-HYPOTHESIS","Demo role; bank owner unconfirmed","Controlled action or fixture only","Action guards + draft schema; no bank rule inferred","Material action creates revision / retained prior session","SRC-010:DEP-02;SRC-010:DEP-05","Parties / Authority / Tasks / Activity / Print","synthetic-restricted","null","valid to","valid to","valid_to","Batch A Authority.valid_to; SRC-013 Final v1.0 §7; synthetic / reviewed_for_demo only.","""See additive schema; no bank enum inferred"""
"Authority","scope_match","authorities.scope_match","""string""","When this Batch A object / action is present","false","SRC-013 §7","SYNTHETIC-DEMO / DESIGN-HYPOTHESIS","Demo role; bank owner unconfirmed","Controlled action or fixture only","Action guards + draft schema; no bank rule inferred","Material action creates revision / retained prior session","SRC-010:DEP-02;SRC-010:DEP-05","Parties / Authority / Tasks / Activity / Print","synthetic-restricted","""not_established""","scope match","scope match","权限范围匹配","Batch A Authority.scope_match; SRC-013 Final v1.0 §7; synthetic / reviewed_for_demo only.","""See additive schema; no bank enum inferred"""
"Evidence","synthetic","evidence.synthetic","""boolean""","When this Batch A object / action is present","false","SRC-013 §7","SYNTHETIC-DEMO / DESIGN-HYPOTHESIS","Demo role; bank owner unconfirmed","Controlled action or fixture only","Action guards + draft schema; no bank rule inferred","Material action creates revision / retained prior session","SRC-010:DEP-02;SRC-010:DEP-05","Parties / Authority / Tasks / Activity / Print","synthetic-restricted","true","synthetic","synthetic","合成标记","Batch A Evidence.synthetic; SRC-013 Final v1.0 §7; synthetic / reviewed_for_demo only.","""See additive schema; no bank enum inferred"""
"Evidence","validation_status","evidence.validation_status","""string""","When this Batch A object / action is present","false","SRC-013 §7","SYNTHETIC-DEMO / DESIGN-HYPOTHESIS","Demo role; bank owner unconfirmed","Controlled action or fixture only","Action guards + draft schema; no bank rule inferred","Material action creates revision / retained prior session","SRC-010:DEP-02;SRC-010:DEP-05","Parties / Authority / Tasks / Activity / Print","synthetic-restricted","""reviewed_for_demo""","validation status","validation status","验证状态","Batch A Evidence.validation_status; SRC-013 Final v1.0 §7; synthetic / reviewed_for_demo only.","""See additive schema; no bank enum inferred"""
"Evidence","value_status","evidence.value_status","""string""","When this Batch A object / action is present","false","SRC-013 §7","SYNTHETIC-DEMO / DESIGN-HYPOTHESIS","Demo role; bank owner unconfirmed","Controlled action or fixture only","Action guards + draft schema; no bank rule inferred","Material action creates revision / retained prior session","SRC-010:DEP-02;SRC-010:DEP-05","Parties / Authority / Tasks / Activity / Print","synthetic-restricted","""reported""","value status","value status","值状态","Batch A Evidence.value_status; SRC-013 Final v1.0 §7; synthetic / reviewed_for_demo only.","""See additive schema; no bank enum inferred"""
"Evidence","provenance_refs","evidence.provenance_refs","""array""","When this Batch A object / action is present","false","SRC-013 §7","SYNTHETIC-DEMO / DESIGN-HYPOTHESIS","Demo role; bank owner unconfirmed","Controlled action or fixture only","Action guards + draft schema; no bank rule inferred","Material action creates revision / retained prior session","SRC-010:DEP-02;SRC-010:DEP-05","Parties / Authority / Tasks / Activity / Print","synthetic-restricted","[""SRC-013""]","provenance refs","provenance refs","出处引用","Batch A Evidence.provenance_refs; SRC-013 Final v1.0 §7; synthetic / reviewed_for_demo only.","""See additive schema; no bank enum inferred"""
"Evidence","alias","evidence.alias","""string""","When this Batch A object / action is present","false","SRC-013 §7","SYNTHETIC-DEMO / DESIGN-HYPOTHESIS","Demo role; bank owner unconfirmed","Controlled action or fixture only","Action guards + draft schema; no bank rule inferred","Material action creates revision / retained prior session","SRC-010:DEP-02;SRC-010:DEP-05","Parties / Authority / Tasks / Activity / Print","synthetic-restricted","""EV-A01""","alias","alias","alias","Batch A Evidence.alias; SRC-013 Final v1.0 §7; synthetic / reviewed_for_demo only.","""See additive schema; no bank enum inferred"""
"EvidenceUseAssessment","synthetic","evidenceUseAssessments.synthetic","""boolean""","When this Batch A object / action is present","false","SRC-013 §7","SYNTHETIC-DEMO / DESIGN-HYPOTHESIS","Demo role; bank owner unconfirmed","Controlled action or fixture only","Action guards + draft schema; no bank rule inferred","Material action creates revision / retained prior session","SRC-010:DEP-02;SRC-010:DEP-05","Parties / Authority / Tasks / Activity / Print","synthetic-restricted","true","synthetic","synthetic","合成标记","Batch A EvidenceUseAssessment.synthetic; SRC-013 Final v1.0 §7; synthetic / reviewed_for_demo only.","""See additive schema; no bank enum inferred"""
"EvidenceUseAssessment","validation_status","evidenceUseAssessments.validation_status","""string""","When this Batch A object / action is present","false","SRC-013 §7","SYNTHETIC-DEMO / DESIGN-HYPOTHESIS","Demo role; bank owner unconfirmed","Controlled action or fixture only","Action guards + draft schema; no bank rule inferred","Material action creates revision / retained prior session","SRC-010:DEP-02;SRC-010:DEP-05","Parties / Authority / Tasks / Activity / Print","synthetic-restricted","""reviewed_for_demo""","validation status","validation status","验证状态","Batch A EvidenceUseAssessment.validation_status; SRC-013 Final v1.0 §7; synthetic / reviewed_for_demo only.","""See additive schema; no bank enum inferred"""
"EvidenceUseAssessment","value_status","evidenceUseAssessments.value_status","""string""","When this Batch A object / action is present","false","SRC-013 §7","SYNTHETIC-DEMO / DESIGN-HYPOTHESIS","Demo role; bank owner unconfirmed","Controlled action or fixture only","Action guards + draft schema; no bank rule inferred","Material action creates revision / retained prior session","SRC-010:DEP-02;SRC-010:DEP-05","Parties / Authority / Tasks / Activity / Print","synthetic-restricted","""reported""","value status","value status","值状态","Batch A EvidenceUseAssessment.value_status; SRC-013 Final v1.0 §7; synthetic / reviewed_for_demo only.","""See additive schema; no bank enum inferred"""
"EvidenceUseAssessment","provenance_refs","evidenceUseAssessments.provenance_refs","""array""","When this Batch A object / action is present","false","SRC-013 §7","SYNTHETIC-DEMO / DESIGN-HYPOTHESIS","Demo role; bank owner unconfirmed","Controlled action or fixture only","Action guards + draft schema; no bank rule inferred","Material action creates revision / retained prior session","SRC-010:DEP-02;SRC-010:DEP-05","Parties / Authority / Tasks / Activity / Print","synthetic-restricted","[""SRC-013""]","provenance refs","provenance refs","出处引用","Batch A EvidenceUseAssessment.provenance_refs; SRC-013 Final v1.0 §7; synthetic / reviewed_for_demo only.","""See additive schema; no bank enum inferred"""
"EvidenceUseAssessment","principal_entity_id","evidenceUseAssessments.principal_entity_id","""string""","When this Batch A object / action is present","false","SRC-013 §7","SYNTHETIC-DEMO / DESIGN-HYPOTHESIS","Demo role; bank owner unconfirmed","Controlled action or fixture only","Action guards + draft schema; no bank rule inferred","Material action creates revision / retained prior session","SRC-010:DEP-02;SRC-010:DEP-05","Parties / Authority / Tasks / Activity / Print","synthetic-restricted","""DEMO-CTT-001/entity/harbour""","principal entity id","principal entity id","被代表主体","Batch A EvidenceUseAssessment.principal_entity_id; SRC-013 Final v1.0 §7; synthetic / reviewed_for_demo only.","""See additive schema; no bank enum inferred"""
"EvidenceUseAssessment","assessment_permission_ref","evidenceUseAssessments.assessment_permission_ref","""string""","When this Batch A object / action is present","false","SRC-013 §7","SYNTHETIC-DEMO / DESIGN-HYPOTHESIS","Demo role; bank owner unconfirmed","Controlled action or fixture only","Action guards + draft schema; no bank rule inferred","Material action creates revision / retained prior session","SRC-010:DEP-02;SRC-010:DEP-05","Parties / Authority / Tasks / Activity / Print","synthetic-restricted","""SYNTHETIC-D2-A-RULES-v1""","assessment permission ref","assessment permission ref","评估操作权限","Batch A EvidenceUseAssessment.assessment_permission_ref; SRC-013 Final v1.0 §7; synthetic / reviewed_for_demo only.","""See additive schema; no bank enum inferred"""
"WorkItem","synthetic","workItems.synthetic","""boolean""","When this Batch A object / action is present","false","SRC-013 §7","SYNTHETIC-DEMO / DESIGN-HYPOTHESIS","Demo role; bank owner unconfirmed","Controlled action or fixture only","Action guards + draft schema; no bank rule inferred","Material action creates revision / retained prior session","SRC-010:DEP-02;SRC-010:DEP-05","Parties / Authority / Tasks / Activity / Print","synthetic-restricted","true","synthetic","synthetic","合成标记","Batch A WorkItem.synthetic; SRC-013 Final v1.0 §7; synthetic / reviewed_for_demo only.","""See additive schema; no bank enum inferred"""
"WorkItem","validation_status","workItems.validation_status","""string""","When this Batch A object / action is present","false","SRC-013 §7","SYNTHETIC-DEMO / DESIGN-HYPOTHESIS","Demo role; bank owner unconfirmed","Controlled action or fixture only","Action guards + draft schema; no bank rule inferred","Material action creates revision / retained prior session","SRC-010:DEP-02;SRC-010:DEP-05","Parties / Authority / Tasks / Activity / Print","synthetic-restricted","""reviewed_for_demo""","validation status","validation status","验证状态","Batch A WorkItem.validation_status; SRC-013 Final v1.0 §7; synthetic / reviewed_for_demo only.","""See additive schema; no bank enum inferred"""
"WorkItem","value_status","workItems.value_status","""string""","When this Batch A object / action is present","false","SRC-013 §7","SYNTHETIC-DEMO / DESIGN-HYPOTHESIS","Demo role; bank owner unconfirmed","Controlled action or fixture only","Action guards + draft schema; no bank rule inferred","Material action creates revision / retained prior session","SRC-010:DEP-02;SRC-010:DEP-05","Parties / Authority / Tasks / Activity / Print","synthetic-restricted","""reported""","value status","value status","值状态","Batch A WorkItem.value_status; SRC-013 Final v1.0 §7; synthetic / reviewed_for_demo only.","""See additive schema; no bank enum inferred"""
"WorkItem","provenance_refs","workItems.provenance_refs","""array""","When this Batch A object / action is present","false","SRC-013 §7","SYNTHETIC-DEMO / DESIGN-HYPOTHESIS","Demo role; bank owner unconfirmed","Controlled action or fixture only","Action guards + draft schema; no bank rule inferred","Material action creates revision / retained prior session","SRC-010:DEP-02;SRC-010:DEP-05","Parties / Authority / Tasks / Activity / Print","synthetic-restricted","[""SRC-013""]","provenance refs","provenance refs","出处引用","Batch A WorkItem.provenance_refs; SRC-013 Final v1.0 §7; synthetic / reviewed_for_demo only.","""See additive schema; no bank enum inferred"""
"WorkItem","work_type","workItems.work_type","""string""","When this Batch A object / action is present","false","SRC-013 §7","SYNTHETIC-DEMO / DESIGN-HYPOTHESIS","Demo role; bank owner unconfirmed","Controlled action or fixture only","Action guards + draft schema; no bank rule inferred","Material action creates revision / retained prior session","SRC-010:DEP-02;SRC-010:DEP-05","Parties / Authority / Tasks / Activity / Print","synthetic-restricted","""authority_gap""","work type","work type","工作类型","Batch A WorkItem.work_type; SRC-013 Final v1.0 §7; synthetic / reviewed_for_demo only.","""See additive schema; no bank enum inferred"""
"WorkItem","gap_key","workItems.gap_key","""string""","When this Batch A object / action is present","false","SRC-013 §7","SYNTHETIC-DEMO / DESIGN-HYPOTHESIS","Demo role; bank owner unconfirmed","Controlled action or fixture only","Action guards + draft schema; no bank rule inferred","Material action creates revision / retained prior session","SRC-010:DEP-02;SRC-010:DEP-05","Parties / Authority / Tasks / Activity / Print","synthetic-restricted","""DEMO-CTT-001/scope/institutional:DEMO-CTT-001/entity/harbour:coordinate_information:authority_gap""","gap key","gap key","gap_key","Batch A WorkItem.gap_key; SRC-013 Final v1.0 §7; synthetic / reviewed_for_demo only.","""See additive schema; no bank enum inferred"""
"WorkItem","principal_entity_id","workItems.principal_entity_id","""string""","When this Batch A object / action is present","false","SRC-013 §7","SYNTHETIC-DEMO / DESIGN-HYPOTHESIS","Demo role; bank owner unconfirmed","Controlled action or fixture only","Action guards + draft schema; no bank rule inferred","Material action creates revision / retained prior session","SRC-010:DEP-02;SRC-010:DEP-05","Parties / Authority / Tasks / Activity / Print","synthetic-restricted","""DEMO-CTT-001/entity/harbour""","principal entity id","principal entity id","被代表主体","Batch A WorkItem.principal_entity_id; SRC-013 Final v1.0 §7; synthetic / reviewed_for_demo only.","""See additive schema; no bank enum inferred"""
"WorkItem","purpose_code","workItems.purpose_code","""string""","When this Batch A object / action is present","false","SRC-013 §7","SYNTHETIC-DEMO / DESIGN-HYPOTHESIS","Demo role; bank owner unconfirmed","Controlled action or fixture only","Action guards + draft schema; no bank rule inferred","Material action creates revision / retained prior session","SRC-010:DEP-02;SRC-010:DEP-05","Parties / Authority / Tasks / Activity / Print","synthetic-restricted","""coordinate_information""","purpose code","purpose code","purpose_code","Batch A WorkItem.purpose_code; SRC-013 Final v1.0 §7; synthetic / reviewed_for_demo only.","""See additive schema; no bank enum inferred"""
"WorkItem","assignee_ref","workItems.assignee_ref","[""string"",""null""]","When this Batch A object / action is present","true","SRC-013 §7","SYNTHETIC-DEMO / DESIGN-HYPOTHESIS","Demo role; bank owner unconfirmed","Controlled action or fixture only","Action guards + draft schema; no bank rule inferred","Material action creates revision / retained prior session","SRC-010:DEP-02;SRC-010:DEP-05","Parties / Authority / Tasks / Activity / Print","synthetic-restricted","null","assignee ref","assignee ref","分派人员","Batch A WorkItem.assignee_ref; SRC-013 Final v1.0 §7; synthetic / reviewed_for_demo only.","""See additive schema; no bank enum inferred"""
"WorkItem","wait_reason","workItems.wait_reason","""string""","When this Batch A object / action is present","false","SRC-013 §7","SYNTHETIC-DEMO / DESIGN-HYPOTHESIS","Demo role; bank owner unconfirmed","Controlled action or fixture only","Action guards + draft schema; no bank rule inferred","Material action creates revision / retained prior session","SRC-010:DEP-02;SRC-010:DEP-05","Parties / Authority / Tasks / Activity / Print","synthetic-restricted","""principal_scope_not_established""","wait reason","wait reason","等待原因","Batch A WorkItem.wait_reason; SRC-013 Final v1.0 §7; synthetic / reviewed_for_demo only.","""See additive schema; no bank enum inferred"""
"WorkItem","required_inputs","workItems.required_inputs","""array""","When this Batch A object / action is present","false","SRC-013 §7","SYNTHETIC-DEMO / DESIGN-HYPOTHESIS","Demo role; bank owner unconfirmed","Controlled action or fixture only","Action guards + draft schema; no bank rule inferred","Material action creates revision / retained prior session","SRC-010:DEP-02;SRC-010:DEP-05","Parties / Authority / Tasks / Activity / Print","synthetic-restricted","[""principal_entity_id"",""purpose_code"",""authority_basis""]","required inputs","required inputs","所需输入","Batch A WorkItem.required_inputs; SRC-013 Final v1.0 §7; synthetic / reviewed_for_demo only.","""See additive schema; no bank enum inferred"""
"WorkItem","blocked_actions","workItems.blocked_actions","""array""","When this Batch A object / action is present","false","SRC-013 §7","SYNTHETIC-DEMO / DESIGN-HYPOTHESIS","Demo role; bank owner unconfirmed","Controlled action or fixture only","Action guards + draft schema; no bank rule inferred","Material action creates revision / retained prior session","SRC-010:DEP-02;SRC-010:DEP-05","Parties / Authority / Tasks / Activity / Print","synthetic-restricted","[""execute_agreement"",""issue_trade_instruction""]","blocked actions","blocked actions","受阻操作","Batch A WorkItem.blocked_actions; SRC-013 Final v1.0 §7; synthetic / reviewed_for_demo only.","""See additive schema; no bank enum inferred"""
"WorkItem","due_at","workItems.due_at","[""string"",""null""]","When this Batch A object / action is present","true","SRC-013 §7","SYNTHETIC-DEMO / DESIGN-HYPOTHESIS","Demo role; bank owner unconfirmed","Controlled action or fixture only","Action guards + draft schema; no bank rule inferred","Material action creates revision / retained prior session","SRC-010:DEP-02;SRC-010:DEP-05","Parties / Authority / Tasks / Activity / Print","synthetic-restricted","null","due at","due at","截止日期","Batch A WorkItem.due_at; SRC-013 Final v1.0 §7; synthetic / reviewed_for_demo only.","""See additive schema; no bank enum inferred"""
"AuditEvent","synthetic","auditEvents.synthetic","""boolean""","When this Batch A object / action is present","false","SRC-013 §7","SYNTHETIC-DEMO / DESIGN-HYPOTHESIS","Demo role; bank owner unconfirmed","Controlled action or fixture only","Action guards + draft schema; no bank rule inferred","Material action creates revision / retained prior session","SRC-010:DEP-02;SRC-010:DEP-05","Parties / Authority / Tasks / Activity / Print","synthetic-restricted","true","synthetic","synthetic","合成标记","Batch A AuditEvent.synthetic; SRC-013 Final v1.0 §7; synthetic / reviewed_for_demo only.","""See additive schema; no bank enum inferred"""
"AuditEvent","validation_status","auditEvents.validation_status","""string""","When this Batch A object / action is present","false","SRC-013 §7","SYNTHETIC-DEMO / DESIGN-HYPOTHESIS","Demo role; bank owner unconfirmed","Controlled action or fixture only","Action guards + draft schema; no bank rule inferred","Material action creates revision / retained prior session","SRC-010:DEP-02;SRC-010:DEP-05","Parties / Authority / Tasks / Activity / Print","synthetic-restricted","""reviewed_for_demo""","validation status","validation status","验证状态","Batch A AuditEvent.validation_status; SRC-013 Final v1.0 §7; synthetic / reviewed_for_demo only.","""See additive schema; no bank enum inferred"""
"AuditEvent","value_status","auditEvents.value_status","""string""","When this Batch A object / action is present","false","SRC-013 §7","SYNTHETIC-DEMO / DESIGN-HYPOTHESIS","Demo role; bank owner unconfirmed","Controlled action or fixture only","Action guards + draft schema; no bank rule inferred","Material action creates revision / retained prior session","SRC-010:DEP-02;SRC-010:DEP-05","Parties / Authority / Tasks / Activity / Print","synthetic-restricted","""reported""","value status","value status","值状态","Batch A AuditEvent.value_status; SRC-013 Final v1.0 §7; synthetic / reviewed_for_demo only.","""See additive schema; no bank enum inferred"""
"AuditEvent","provenance_refs","auditEvents.provenance_refs","""array""","When this Batch A object / action is present","false","SRC-013 §7","SYNTHETIC-DEMO / DESIGN-HYPOTHESIS","Demo role; bank owner unconfirmed","Controlled action or fixture only","Action guards + draft schema; no bank rule inferred","Material action creates revision / retained prior session","SRC-010:DEP-02;SRC-010:DEP-05","Parties / Authority / Tasks / Activity / Print","synthetic-restricted","[""SRC-013""]","provenance refs","provenance refs","出处引用","Batch A AuditEvent.provenance_refs; SRC-013 Final v1.0 §7; synthetic / reviewed_for_demo only.","""See additive schema; no bank enum inferred"""
"AuditEvent","object_refs","auditEvents.object_refs","""array""","When this Batch A object / action is present","false","SRC-013 §7","SYNTHETIC-DEMO / DESIGN-HYPOTHESIS","Demo role; bank owner unconfirmed","Controlled action or fixture only","Action guards + draft schema; no bank rule inferred","Material action creates revision / retained prior session","SRC-010:DEP-02;SRC-010:DEP-05","Parties / Authority / Tasks / Activity / Print","synthetic-restricted","[""DEMO-CTT-001/scope/institutional"",""DEMO-CTT-001/evidence/request-a""]","object refs","object refs","object_refs","Batch A AuditEvent.object_refs; SRC-013 Final v1.0 §7; synthetic / reviewed_for_demo only.","""See additive schema; no bank enum inferred"""
"AuditEvent","source_revision","auditEvents.source_revision","""string""","When this Batch A object / action is present","false","SRC-013 §7","SYNTHETIC-DEMO / DESIGN-HYPOTHESIS","Demo role; bank owner unconfirmed","Controlled action or fixture only","Action guards + draft schema; no bank rule inferred","Material action creates revision / retained prior session","SRC-010:DEP-02;SRC-010:DEP-05","Parties / Authority / Tasks / Activity / Print","synthetic-restricted","""D2-A-Final-1.0""","source revision","source revision","来源版本","Batch A AuditEvent.source_revision; SRC-013 Final v1.0 §7; synthetic / reviewed_for_demo only.","""See additive schema; no bank enum inferred"""
"AuditEvent","expected_revision","auditEvents.expected_revision","[""string"",""null""]","When this Batch A object / action is present","true","SRC-013 §7","SYNTHETIC-DEMO / DESIGN-HYPOTHESIS","Demo role; bank owner unconfirmed","Controlled action or fixture only","Action guards + draft schema; no bank rule inferred","Material action creates revision / retained prior session","SRC-010:DEP-02;SRC-010:DEP-05","Parties / Authority / Tasks / Activity / Print","synthetic-restricted","null","expected revision","expected revision","期望版本","Batch A AuditEvent.expected_revision; SRC-013 Final v1.0 §7; synthetic / reviewed_for_demo only.","""See additive schema; no bank enum inferred"""
"AuditEvent","causation_ref","auditEvents.causation_ref","[""string"",""null""]","When this Batch A object / action is present","true","SRC-013 §7","SYNTHETIC-DEMO / DESIGN-HYPOTHESIS","Demo role; bank owner unconfirmed","Controlled action or fixture only","Action guards + draft schema; no bank rule inferred","Material action creates revision / retained prior session","SRC-010:DEP-02;SRC-010:DEP-05","Parties / Authority / Tasks / Activity / Print","synthetic-restricted","null","causation ref","causation ref","因果事件","Batch A AuditEvent.causation_ref; SRC-013 Final v1.0 §7; synthetic / reviewed_for_demo only.","""See additive schema; no bank enum inferred"""
"AuditEvent","before_after_refs","auditEvents.before_after_refs","""object""","When this Batch A object / action is present","false","SRC-013 §7","SYNTHETIC-DEMO / DESIGN-HYPOTHESIS","Demo role; bank owner unconfirmed","Controlled action or fixture only","Action guards + draft schema; no bank rule inferred","Material action creates revision / retained prior session","SRC-010:DEP-02;SRC-010:DEP-05","Parties / Authority / Tasks / Activity / Print","synthetic-restricted","{""before"":null,""after"":""SNAP-A0""}","before after refs","before after refs","前后版本引用","Batch A AuditEvent.before_after_refs; SRC-013 Final v1.0 §7; synthetic / reviewed_for_demo only.","""See additive schema; no bank enum inferred"""
"AuditEvent","expected_scope_revision","auditEvents.expected_scope_revision","""integer""","When this Batch A object / action is present","false","SRC-013 §7","SYNTHETIC-DEMO / DESIGN-HYPOTHESIS","Demo role; bank owner unconfirmed","Controlled action or fixture only","Action guards + draft schema; no bank rule inferred","Material action creates revision / retained prior session","SRC-010:DEP-02;SRC-010:DEP-05","Parties / Authority / Tasks / Activity / Print","synthetic-restricted","1","expected scope revision","expected scope revision","expected_scope_revision","Batch A AuditEvent.expected_scope_revision; SRC-013 Final v1.0 §7; synthetic / reviewed_for_demo only.","""See additive schema; no bank enum inferred"""
"NaturalPerson","id","naturalPersons.id","""string""","When this Batch A object / action is present","false","SRC-013 §7","SYNTHETIC-DEMO / DESIGN-HYPOTHESIS","Demo role; bank owner unconfirmed","Controlled action or fixture only","Action guards + draft schema; no bank rule inferred","Material action creates revision / retained prior session","SRC-010:DEP-02;SRC-010:DEP-05","Parties / Authority / Tasks / Activity / Print","synthetic-restricted","""DEMO-CTT-001/person/person-t""","id","id","id","Batch A NaturalPerson.id; SRC-013 Final v1.0 §7; synthetic / reviewed_for_demo only.","""See additive schema; no bank enum inferred"""
"NaturalPerson","case_id","naturalPersons.case_id","""string""","When this Batch A object / action is present","false","SRC-013 §7","SYNTHETIC-DEMO / DESIGN-HYPOTHESIS","Demo role; bank owner unconfirmed","Controlled action or fixture only","Action guards + draft schema; no bank rule inferred","Material action creates revision / retained prior session","SRC-010:DEP-02;SRC-010:DEP-05","Parties / Authority / Tasks / Activity / Print","synthetic-restricted","""DEMO-CTT-001""","case id","case id","case_id","Batch A NaturalPerson.case_id; SRC-013 Final v1.0 §7; synthetic / reviewed_for_demo only.","""See additive schema; no bank enum inferred"""
"NaturalPerson","case_scope_id","naturalPersons.case_scope_id","""string""","When this Batch A object / action is present","false","SRC-013 §7","SYNTHETIC-DEMO / DESIGN-HYPOTHESIS","Demo role; bank owner unconfirmed","Controlled action or fixture only","Action guards + draft schema; no bank rule inferred","Material action creates revision / retained prior session","SRC-010:DEP-02;SRC-010:DEP-05","Parties / Authority / Tasks / Activity / Print","synthetic-restricted","""DEMO-CTT-001/scope/institutional""","case scope id","case scope id","case_scope_id","Batch A NaturalPerson.case_scope_id; SRC-013 Final v1.0 §7; synthetic / reviewed_for_demo only.","""See additive schema; no bank enum inferred"""
"NaturalPerson","revision","naturalPersons.revision","""integer""","When this Batch A object / action is present","false","SRC-013 §7","SYNTHETIC-DEMO / DESIGN-HYPOTHESIS","Demo role; bank owner unconfirmed","Controlled action or fixture only","Action guards + draft schema; no bank rule inferred","Material action creates revision / retained prior session","SRC-010:DEP-02;SRC-010:DEP-05","Parties / Authority / Tasks / Activity / Print","synthetic-restricted","1","revision","revision","revision","Batch A NaturalPerson.revision; SRC-013 Final v1.0 §7; synthetic / reviewed_for_demo only.","""See additive schema; no bank enum inferred"""
"NaturalPerson","supersedes_ref","naturalPersons.supersedes_ref","[""string"",""null""]","When this Batch A object / action is present","true","SRC-013 §7","SYNTHETIC-DEMO / DESIGN-HYPOTHESIS","Demo role; bank owner unconfirmed","Controlled action or fixture only","Action guards + draft schema; no bank rule inferred","Material action creates revision / retained prior session","SRC-010:DEP-02;SRC-010:DEP-05","Parties / Authority / Tasks / Activity / Print","synthetic-restricted","null","supersedes ref","supersedes ref","supersedes_ref","Batch A NaturalPerson.supersedes_ref; SRC-013 Final v1.0 §7; synthetic / reviewed_for_demo only.","""See additive schema; no bank enum inferred"""
"NaturalPerson","source_refs","naturalPersons.source_refs","""array""","When this Batch A object / action is present","false","SRC-013 §7","SYNTHETIC-DEMO / DESIGN-HYPOTHESIS","Demo role; bank owner unconfirmed","Controlled action or fixture only","Action guards + draft schema; no bank rule inferred","Material action creates revision / retained prior session","SRC-010:DEP-02;SRC-010:DEP-05","Parties / Authority / Tasks / Activity / Print","synthetic-restricted","[""SRC-013""]","source refs","source refs","source_refs","Batch A NaturalPerson.source_refs; SRC-013 Final v1.0 §7; synthetic / reviewed_for_demo only.","""See additive schema; no bank enum inferred"""
